OBJECTID,FID_PA_Tra,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,FID_PA_Mun,STATEFP10_,COUNTYFP_1,COUSUBFP10,COUSUBNS10,GEOID10_1,NAME10_1,NAMELSAD_1,LSAD10,CLASSFP10,MTFCC10_1,CNECTAFP10,NECTAFP10,NCTADVFP10,FUNCSTAT_1,ALAND10_1,AWATER10_1,INTPTLAT_1,INTPTLON_1,Shape_Le_1,Shape_Le_2,Shape_Area
1410,503,42,045,407802,42045407802,4078.02,Census Tract 4078.02,G5020,S,4720394.000000000000000,0.000000000000000,+39.9396207,-075.3387857,13263.245245300000533,357,42,045,73032,01216391,4204573032,Springfield,Springfield township,44,T1,G4040, , , ,A,16370069.000000000000000,45737.000000000000000,+39.9288005,-075.3368920,34167.969183200002590,10162.357068212631930,4720386.638042860664427
1411,504,42,045,408700,42045408700,4087,Census Tract 4087,G5020,S,2135307.000000000000000,0.000000000000000,+39.9920620,-075.3072131,9006.130558479999308,286,42,045,33144,01216383,4204533144,Haverford,Haverford township,44,T1,G4040, , , ,A,25757822.000000000000000,0.000000000000000,+39.9867378,-075.3163940,31654.273890699998447,6897.771068765499876,2135270.606980569195002
1412,505,42,045,401104,42045401104,4011.04,Census Tract 4011.04,G5020,S,1195053.000000000000000,0.000000000000000,+39.9609526,-075.3003085,6445.051541359999646,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,4938.016693346037755,1195039.624935490312055
1413,506,42,045,400600,42045400600,4006,Census Tract 4006,G5020,S,1403427.000000000000000,0.000000000000000,+39.9651955,-075.2845980,7362.177919159999874,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,5642.738967412897182,1403411.077826402150095
1414,507,42,045,401600,42045401600,4016,Census Tract 4016,G5020,S,867255.000000000000000,0.000000000000000,+39.9284954,-075.2773197,5472.751076270000340,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,4194.496820227790522,867256.365243424312212
1415,508,42,045,401301,42045401301,4013.01,Census Tract 4013.01,G5020,S,538835.000000000000000,0.000000000000000,+39.9452890,-075.3135893,6138.509315870000137,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,4705.716287806648324,538833.521381490747444
1416,509,42,045,401302,42045401302,4013.02,Census Tract 4013.02,G5020,S,818262.000000000000000,0.000000000000000,+39.9451534,-075.3032571,5311.397120900000118,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,4071.422617067445572,818258.932898289640434
1417,510,42,045,407804,42045407804,4078.04,Census Tract 4078.04,G5020,S,2161810.000000000000000,0.000000000000000,+39.9368857,-075.3182177,7492.447959439999977,357,42,045,73032,01216391,4204573032,Springfield,Springfield township,44,T1,G4040, , , ,A,16370069.000000000000000,45737.000000000000000,+39.9288005,-075.3368920,34167.969183200002590,5742.111207126553381,2161808.496179246809334
1418,511,42,045,409500,42045409500,4095,Census Tract 4095,G5020,S,1970615.000000000000000,0.000000000000000,+39.9609944,-075.3254208,7809.756411690000277,286,42,045,33144,01216383,4204533144,Haverford,Haverford township,44,T1,G4040, , , ,A,25757822.000000000000000,0.000000000000000,+39.9867378,-075.3163940,31654.273890699998447,5981.909493629936151,1970594.244081241078675
1419,512,42,045,410000,42045410000,4100,Census Tract 4100,G5020,S,25141562.000000000000000,60380.000000000000000,+39.9494408,-075.4630773,30280.545244100001582,283,42,045,22584,01216382,4204522584,Edgmont,Edgmont township,44,T1,G4040, , , ,A,25141562.000000000000000,60380.000000000000000,+39.9494408,-075.4630773,30280.545244100001582,23203.281084313719475,25201788.392181761562824
1420,513,42,045,408500,42045408500,4085,Census Tract 4085,G5020,S,1866632.000000000000000,0.000000000000000,+39.9804406,-075.3283810,8989.727537560000201,286,42,045,33144,01216383,4204533144,Haverford,Haverford township,44,T1,G4040, , , ,A,25757822.000000000000000,0.000000000000000,+39.9867378,-075.3163940,31654.273890699998447,6886.830525808518360,1866601.047317574964836
1421,514,42,045,404400,42045404400,4044,Census Tract 4044,G5020,S,564314.000000000000000,0.000000000000000,+39.8684182,-075.3581752,4579.433918579999954,253,42,045,13208,01215175,4204513208,Chester,Chester city,25,C5,G4040, , , ,F,12533295.000000000000000,3021369.000000000000000,+39.8455581,-075.3718821,33661.476272200001404,3512.350584997921032,564324.010574382031336
1422,515,42,045,401800,42045401800,4018,Census Tract 4018,G5020,S,895703.000000000000000,0.000000000000000,+39.9451314,-075.2709888,5397.630290070000228,287,42,045,41440,01215185,4204541440,Lansdowne,Lansdowne borough,21,C5,G4040, , , ,F,3059503.000000000000000,0.000000000000000,+39.9407580,-075.2760310,10023.657593899999483,4134.143450533962096,895697.563179037882946
1423,516,42,045,401900,42045401900,4019,Census Tract 4019,G5020,S,1325163.000000000000000,0.000000000000000,+39.9412733,-075.2807599,6019.614186400000108,287,42,045,41440,01215185,4204541440,Lansdowne,Lansdowne borough,21,C5,G4040, , , ,F,3059503.000000000000000,0.000000000000000,+39.9407580,-075.2760310,10023.657593899999483,4612.634651517265411,1325161.218898351769894
1424,517,42,045,400301,42045400301,4003.01,Census Tract 4003.01,G5020,S,752125.000000000000000,0.000000000000000,+39.9515472,-075.2580103,5633.958761750000122,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,4318.854790125043110,752118.883329097647220
1425,518,42,045,401402,42045401402,4014.02,Census Tract 4014.02,G5020,S,695278.000000000000000,0.000000000000000,+39.9377753,-075.2916209,4836.393015530000412,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,3703.745678673108159,695274.749670905643143
1426,519,42,045,407201,42045407201,4072.01,Census Tract 4072.01,G5020,S,16959096.000000000000000,0.000000000000000,+39.9225986,-075.4441917,26976.779772800000501,317,42,045,49136,01216386,4204549136,Middletown,Middletown township,44,T1,G4040, , , ,A,34876381.000000000000000,982.000000000000000,+39.9129698,-075.4327190,40382.724325700000918,20688.488668551261071,16959145.737633574754000
1427,520,42,045,406903,42045406903,4069.03,Census Tract 4069.03,G5020,S,3434231.000000000000000,0.000000000000000,+39.8635517,-075.4389556,10483.046473799999148,250,42,045,03336,01216376,4204503336,Aston,Aston township,44,T1,G4040, , , ,A,15136265.000000000000000,4468.000000000000000,+39.8735012,-075.4368368,26143.144115200000670,8044.145331497375992,3434311.909839778672904
1428,521,42,045,408102,42045408102,4081.02,Census Tract 4081.02,G5020,S,2609443.000000000000000,0.000000000000000,+39.9737795,-075.3525606,8958.358299109999280,315,42,045,47616,01216385,4204547616,Marple,Marple township,44,T1,G4040, , , ,A,26423460.000000000000000,812854.000000000000000,+39.9654633,-075.3639895,32398.235562499998196,6861.660097173740724,2609409.813062276691198
1429,522,42,045,400402,42045400402,4004.02,Census Tract 4004.02,G5020,S,333221.000000000000000,0.000000000000000,+39.9566860,-075.2669016,4457.760340740000174,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,3414.620434496220696,333217.903039117751177
1430,523,42,045,409400,42045409400,4094,Census Tract 4094,G5020,S,1195847.000000000000000,0.000000000000000,+39.9712660,-075.3299539,7354.824149770000076,286,42,045,33144,01216383,4204533144,Haverford,Haverford township,44,T1,G4040, , , ,A,25757822.000000000000000,0.000000000000000,+39.9867378,-075.3163940,31654.273890699998447,5633.059457799790835,1195833.547629525884986
1431,524,42,045,407401,42045407401,4074.01,Census Tract 4074.01,G5020,S,4584644.000000000000000,21141.000000000000000,+39.9127228,-075.3707776,15557.532528899999306,320,42,045,53104,01216387,4204553104,Nether Providence,Nether Providence township,44,T1,G4040, , , ,A,12208306.000000000000000,21141.000000000000000,+39.8976628,-075.3684284,33990.943519000000379,11926.595287818223369,4605817.406261444091797
1432,525,42,045,407102,42045407102,4071.02,Census Tract 4071.02,G5020,S,4192469.000000000000000,982.000000000000000,+39.8984044,-075.3991183,13290.282473299999765,317,42,045,49136,01216386,4204549136,Middletown,Middletown township,44,T1,G4040, , , ,A,34876381.000000000000000,982.000000000000000,+39.9129698,-075.4327190,40382.724325700000918,10185.667947174910296,4193499.281844688113779
1433,526,42,045,409000,42045409000,4090,Census Tract 4090,G5020,S,1237964.000000000000000,0.000000000000000,+39.9738006,-075.2955443,5907.934482800000296,286,42,045,33144,01216383,4204533144,Haverford,Haverford township,44,T1,G4040, , , ,A,25757822.000000000000000,0.000000000000000,+39.9867378,-075.3163940,31654.273890699998447,4525.576599617987995,1237948.090360650559887
1434,527,42,045,410200,42045410200,4102,Census Tract 4102,G5020,S,22428472.000000000000000,158324.000000000000000,+39.8643858,-075.5693634,33062.860868099996878,248,42,045,12442,01216378,4204512442,Chadds Ford,Chadds Ford township,44,T1,G4040, , , ,A,22428472.000000000000000,158324.000000000000000,+39.8643858,-075.5693634,33062.860868099996878,25362.041099657344603,22587285.809921186417341
1435,528,42,045,401103,42045401103,4011.03,Census Tract 4011.03,G5020,S,980104.000000000000000,0.000000000000000,+39.9560567,-075.3113419,5403.425266620000002,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,4140.704382049343621,980099.179078018292785
1436,529,42,045,406500,42045406500,4065,Census Tract 4065,G5020,S,2743499.000000000000000,816644.000000000000000,+39.8239808,-075.4047533,12144.677573999999368,361,42,045,77288,01215198,4204577288,Trainer,Trainer borough,21,C5,G4040, , , ,F,2743499.000000000000000,816644.000000000000000,+39.8239808,-075.4047533,12144.677573999999368,9318.269201095174139,3560271.758514163549989
1437,530,42,045,402900,42045402900,4029,Census Tract 4029,G5020,S,2196374.000000000000000,18322.000000000000000,+39.8961007,-075.2655080,10472.442197700000179,280,42,045,18160,01216381,4204518160,Darby,Darby township,44,T1,G4040, , , ,A,3666245.000000000000000,18322.000000000000000,+39.8961007,-075.2655080,18602.870204499999090,8033.646786619605336,2208840.974948902148753
1438,530,42,045,402900,42045402900,4029,Census Tract 4029,G5020,S,2196374.000000000000000,18322.000000000000000,+39.8961007,-075.2655080,10472.442197700000179,284,42,045,26408,01215183,4204526408,Folcroft,Folcroft borough,21,C5,G4040, , , ,F,3225297.000000000000000,455833.000000000000000,+39.8888893,-075.2765059,15768.054966399999103,795.566867026974364,5883.973262327692282
1439,531,42,045,407501,42045407501,4075.01,Census Tract 4075.01,G5020,S,888748.000000000000000,8303.000000000000000,+39.9230997,-075.3885588,5368.449381209999956,316,42,045,48480,01215187,4204548480,Media,Media borough,21,C5,G4040, , , ,F,1966413.000000000000000,8303.000000000000000,+39.9199958,-075.3880224,8011.411235380000107,4115.314740104236080,897054.911647071829066
1440,532,42,045,404500,42045404500,4045,Census Tract 4045,G5020,S,1196616.000000000000000,0.000000000000000,+39.8684941,-075.3686713,8449.654686129999391,253,42,045,13208,01215175,4204513208,Chester,Chester city,25,C5,G4040, , , ,F,12533295.000000000000000,3021369.000000000000000,+39.8455581,-075.3718821,33661.476272200001404,6482.020923527732521,1196644.328221016563475
1441,533,42,045,408101,42045408101,4081.01,Census Tract 4081.01,G5020,S,4481228.000000000000000,0.000000000000000,+39.9875222,-075.3562544,13225.366166100000555,315,42,045,47616,01216385,4204547616,Marple,Marple township,44,T1,G4040, , , ,A,26423460.000000000000000,812854.000000000000000,+39.9654633,-075.3639895,32398.235562499998196,10133.898467167604394,4481156.424886698834598
1442,534,42,045,409601,42045409601,4096.01,Census Tract 4096.01,G5020,S,5882063.000000000000000,0.000000000000000,+40.0164540,-075.3432357,14301.535380999999688,342,42,045,63264,01216389,4204563264,Radnor,Radnor township,44,T1,G4040, , , ,A,35680824.000000000000000,35217.000000000000000,+40.0228903,-075.3734870,32172.821169800001371,10947.805854377136711,5881919.107888743281364
1443,535,42,045,408400,42045408400,4084,Census Tract 4084,G5020,S,4422587.000000000000000,0.000000000000000,+39.9979528,-075.3385358,13830.347257699999318,286,42,045,33144,01216383,4204533144,Haverford,Haverford township,44,T1,G4040, , , ,A,25757822.000000000000000,0.000000000000000,+39.9867378,-075.3163940,31654.273890699998447,10592.493436919454325,4422498.297229267656803
1444,536,42,045,407700,42045407700,4077,Census Tract 4077,G5020,S,927783.000000000000000,0.000000000000000,+39.9115830,-075.3267541,7123.546914200000174,319,42,045,51176,01215189,4204551176,Morton,Morton borough,21,C5,G4040, , , ,F,927783.000000000000000,0.000000000000000,+39.9115830,-075.3267541,7123.546914200000174,5462.170075357200403,927791.507459316402674
1445,537,42,045,409904,42045409904,4099.04,Census Tract 4099.04,G5020,S,14402622.000000000000000,20056.000000000000000,+40.0031263,-075.4168968,26270.503880399999616,321,42,045,54224,01216388,4204554224,Newtown,Newtown township,44,T1,G4040, , , ,A,25945644.000000000000000,189078.000000000000000,+39.9914881,-075.4115077,30524.659105099999579,20116.376369827612507,14422384.755638707429171
1446,538,42,045,407404,42045407404,4074.04,Census Tract 4074.04,G5020,S,3489090.000000000000000,0.000000000000000,+39.8901071,-075.3621346,13852.199918199999956,320,42,045,53104,01216387,4204553104,Nether Providence,Nether Providence township,44,T1,G4040, , , ,A,12208306.000000000000000,21141.000000000000000,+39.8976628,-075.3684284,33990.943519000000379,10617.056373305815214,3489137.744172615464777
1447,539,42,045,406401,42045406401,4064.01,Census Tract 4064.01,G5020,S,529470.000000000000000,0.000000000000000,+39.8554823,-075.3934285,4914.910658619999595,254,42,045,13212,01216379,4204513212,Chester,Chester township,44,T1,G4040, , , ,A,3698908.000000000000000,0.000000000000000,+39.8504883,-075.4001409,14638.389087300000028,3767.722622394288464,529483.483872022014111
1448,540,42,045,406201,42045406201,4062.01,Census Tract 4062.01,G5020,S,1657012.000000000000000,0.000000000000000,+39.8665651,-075.3863470,8706.435302300000330,252,42,045,09080,01215174,4204509080,Brookhaven,Brookhaven borough,21,C5,G4040, , , ,F,4419983.000000000000000,7369.000000000000000,+39.8710957,-075.3912534,14604.511757899999793,6677.552470931020252,1657048.778788478346542
1449,541,42,045,404103,42045404103,4041.03,Census Tract 4041.03,G5020,S,2366925.000000000000000,496969.000000000000000,+39.8667918,-075.3186598,13189.375069600000643,343,42,045,64800,01216390,4204564800,Ridley,Ridley township,44,T1,G4040, , , ,A,13257332.000000000000000,496969.000000000000000,+39.8874789,-075.3255819,41039.186033199999656,10114.050664301921643,2863948.719720199238509
1450,542,42,045,407502,42045407502,4075.02,Census Tract 4075.02,G5020,S,1077665.000000000000000,0.000000000000000,+39.9168785,-075.3890512,6947.265006259999609,316,42,045,48480,01215187,4204548480,Media,Media borough,21,C5,G4040, , , ,F,1966413.000000000000000,8303.000000000000000,+39.9199958,-075.3880224,8011.411235380000107,5328.090440171062255,1077671.028274530777708
1451,543,42,045,407101,42045407101,4071.01,Census Tract 4071.01,G5020,S,7269141.000000000000000,0.000000000000000,+39.8883061,-075.4169730,19319.084452499999315,317,42,045,49136,01216386,4204549136,Middletown,Middletown township,44,T1,G4040, , , ,A,34876381.000000000000000,982.000000000000000,+39.9129698,-075.4327190,40382.724325700000918,14815.031477347987675,7269244.646060538478196
1452,544,42,045,407600,42045407600,4076,Census Tract 4076,G5020,S,3836438.000000000000000,0.000000000000000,+39.9016369,-075.3490608,13531.216099100000065,357,42,045,73032,01216391,4204573032,Springfield,Springfield township,44,T1,G4040, , , ,A,16370069.000000000000000,45737.000000000000000,+39.9288005,-075.3368920,34167.969183200002590,2043.334597632721170,210734.411932425951818
1453,544,42,045,407600,42045407600,4076,Census Tract 4076,G5020,S,3836438.000000000000000,0.000000000000000,+39.9016369,-075.3490608,13531.216099100000065,358,42,045,75648,01215197,4204575648,Swarthmore,Swarthmore borough,21,C5,G4040, , , ,F,3625707.000000000000000,0.000000000000000,+39.9023213,-075.3487436,12666.770110800000111,9710.842274229453324,3625735.980663009919226
1454,545,42,045,408002,42045408002,4080.02,Census Tract 4080.02,G5020,S,9485436.000000000000000,25398.000000000000000,+39.9542137,-075.3683781,18726.382992800001375,315,42,045,47616,01216385,4204547616,Marple,Marple township,44,T1,G4040, , , ,A,26423460.000000000000000,812854.000000000000000,+39.9654633,-075.3639895,32398.235562499998196,14345.002392197964582,9510773.503145912662148
1455,546,42,045,408103,42045408103,4081.03,Census Tract 4081.03,G5020,S,3895449.000000000000000,0.000000000000000,+39.9604473,-075.3439725,12625.031403400000272,315,42,045,47616,01216385,4204547616,Marple,Marple township,44,T1,G4040, , , ,A,26423460.000000000000000,812854.000000000000000,+39.9654633,-075.3639895,32398.235562499998196,9664.415751602846285,3895418.175779137760401
1456,547,42,045,406700,42045406700,4067,Census Tract 4067,G5020,S,2777943.000000000000000,0.000000000000000,+39.8219061,-075.4324192,10980.420712299999650,288,42,045,44888,01216384,4204544888,Lower Chichester,Lower Chichester township,44,T1,G4040, , , ,A,2777943.000000000000000,0.000000000000000,+39.8219061,-075.4324192,10980.420712299999650,8436.900447735732087,2778048.079743558540940
1457,548,42,045,408600,42045408600,4086,Census Tract 4086,G5020,S,1631884.000000000000000,0.000000000000000,+39.9876603,-075.3203954,7451.674044979999962,286,42,045,33144,01216383,4204533144,Haverford,Haverford township,44,T1,G4040, , , ,A,25757822.000000000000000,0.000000000000000,+39.9867378,-075.3163940,31654.273890699998447,5709.919444694653976,1631857.671071011573076
1458,549,42,045,403200,42045403200,4032,Census Tract 4032,G5020,S,1545513.000000000000000,0.000000000000000,+39.9224103,-075.2881193,7994.086988740000379,249,42,045,00676,01215173,4204500676,Aldan,Aldan borough,21,C5,G4040, , , ,F,1545513.000000000000000,0.000000000000000,+39.9224103,-075.2881193,7994.086988740000379,6129.383786349757429,1545516.230750785674900
1459,550,42,045,402400,42045402400,4024,Census Tract 4024,G5020,S,495221.000000000000000,0.000000000000000,+39.9160969,-075.2548445,5167.801420820000203,279,42,045,18152,01215180,4204518152,Darby,Darby borough,21,C5,G4040, , , ,F,2181371.000000000000000,0.000000000000000,+39.9209525,-075.2610822,10286.505663399999321,3963.862660720099939,495223.034451240324415
1460,551,42,045,401501,42045401501,4015.01,Census Tract 4015.01,G5020,S,720895.000000000000000,0.000000000000000,+39.9332048,-075.3066750,6729.283901339999829,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,5152.835889199849589,720895.048826436861418
1461,552,42,045,402000,42045402000,4020,Census Tract 4020,G5020,S,838637.000000000000000,0.000000000000000,+39.9352725,-075.2739438,6311.072045019999678,287,42,045,41440,01215185,4204541440,Lansdowne,Lansdowne borough,21,C5,G4040, , , ,F,3059503.000000000000000,0.000000000000000,+39.9407580,-075.2760310,10023.657593899999483,4838.238200229177892,838639.056994520942681
1462,553,42,045,401200,42045401200,4012,Census Tract 4012,G5020,S,1510098.000000000000000,0.000000000000000,+39.9502637,-075.3212115,7382.546856910000315,364,42,045,79000,01216394,4204579000,Upper Darby,Upper Darby township,44,T1,G4040, , , ,A,20267641.000000000000000,0.000000000000000,+39.9490122,-075.2891153,50747.775143300001218,5660.180378692641170,1510089.127468247897923
1463,554,42,045,404101,42045404101,4041.01,Census Tract 4041.01,G5020,S,2808363.000000000000000,0.000000000000000,+39.8849487,-075.3441921,11555.254936400000588,343,42,045,64800,01216390,4204564800,Ridley,Ridley township,44,T1,G4040, , , ,A,13257332.000000000000000,496969.000000000000000,+39.8874789,-075.3255819,41039.186033199999656,8860.055006159287586,2808406.924636610317975
